timestamp,total_value
2026-03-04 09:46:02,39262.279
2026-03-04 10:07:13,39902.488
2026-03-04 10:08:39,39924.052
2026-03-04 10:10:07,39893.519
2026-03-04 10:23:59,40025.835
2026-03-04 10:25:04,39996.819
2026-03-04 10:26:05,40024.229
2026-03-04 10:49:42,40336.575
